  0.12000E+01  0.10000E-01  0.20000E+04  0.30680E+01  0.00000E+00 -0.15340E-01  0.10000E+02  0.00000E+00
  0.13000E+01  0.10000E-01  0.20000E+04  0.61359E+01  0.00000E+00 -0.30680E-01  0.10000E+02  0.00000E+00
  0.14000E+01  0.10000E-01  0.20000E+04  0.92039E+01  0.00000E+00 -0.46019E-01  0.99999E+01  0.00000E+00
  0.15000E+01  0.10000E-01  0.20000E+04  0.12272E+02  0.00000E+00 -0.61359E-01  0.99998E+01  0.00000E+00
  0.16000E+01  0.10000E-01  0.19999E+04  0.15340E+02  0.00000E+00 -0.76698E-01  0.99997E+01  0.00000E+00
  0.17000E+01  0.10000E-01  0.19999E+04  0.18408E+02  0.00000E+00 -0.92038E-01  0.99996E+01  0.00000E+00
  0.18000E+01  0.10000E-01  0.19999E+04  0.21475E+02  0.00000E+00 -0.10738E+00  0.99994E+01  0.00000E+00
  0.19000E+01  0.10000E-01  0.19998E+04  0.24543E+02  0.00000E+00 -0.12272E+00  0.99992E+01  0.00000E+00
  0.20000E+01  0.10000E-01  0.19998E+04  0.27611E+02  0.00000E+00 -0.13805E+00  0.99990E+01  0.00000E+00
  0.11000E+01  0.10000E-01  0.19998E+04  0.30678E+02  0.00000E+00 -0.15339E+00  0.99988E+01  0.00000E+00
  0.12000E+01  0.10000E-01  0.19997E+04  0.33746E+02  0.00000E+00 -0.16873E+00  0.99986E+01  0.00000E+00
  0.13000E+01  0.10000E-01  0.19997E+04  0.36813E+02  0.00000E+00 -0.18407E+00  0.99983E+01  0.00000E+00
  0.14000E+01  0.10000E-01  0.19996E+04  0.39881E+02  0.00000E+00 -0.19940E+00  0.99980E+01  0.00000E+00
  0.15000E+01  0.10000E-01  0.19995E+04  0.42948E+02  0.00000E+00 -0.21474E+00  0.99977E+01  0.00000E+00
  0.16000E+01  0.10000E-01  0.19995E+04  0.46015E+02  0.00000E+00 -0.23008E+00  0.99974E+01  0.00000E+00
  0.17000E+01  0.10000E-01  0.19994E+04  0.49082E+02  0.00000E+00 -0.24541E+00  0.99970E+01  0.00000E+00
  0.18000E+01  0.10000E-01  0.19993E+04  0.52149E+02  0.00000E+00 -0.26075E+00  0.99966E+01  0.00000E+00
  0.19000E+01  0.10000E-01  0.19992E+04  0.55216E+02  0.00000E+00 -0.27608E+00  0.99962E+01  0.00000E+00
  0.20000E+01  0.10000E-01  0.19992E+04  0.58283E+02  0.00000E+00 -0.29142E+00  0.99958E+01  0.00000E+00
  0.11000E+01  0.10000E-01  0.19991E+04  0.61350E+02  0.00000E+00 -0.30675E+00  0.99953E+01  0.00000E+00
  0.12000E+01  0.10000E-01  0.19990E+04  0.64416E+02  0.00000E+00 -0.32208E+00  0.99948E+01  0.00000E+00
  0.13000E+01  0.10000E-01  0.19989E+04  0.67482E+02  0.00000E+00 -0.33741E+00  0.99943E+01  0.00000E+00
  0.14000E+01  0.10000E-01  0.19988E+04  0.70548E+02  0.00000E+00 -0.35274E+00  0.99938E+01  0.00000E+00
  0.15000E+01  0.10000E-01  0.19986E+04  0.73614E+02  0.00000E+00 -0.36807E+00  0.99932E+01  0.00000E+00
  0.16000E+01  0.10000E-01  0.19985E+04  0.76680E+02  0.00000E+00 -0.38340E+00  0.99926E+01  0.00000E+00
  0.17000E+01  0.10000E-01  0.19984E+04  0.79746E+02  0.00000E+00 -0.39873E+00  0.99920E+01  0.00000E+00
  0.18000E+01  0.10000E-01  0.19983E+04  0.82811E+02  0.00000E+00 -0.41406E+00  0.99914E+01  0.00000E+00
  0.19000E+01  0.10000E-01  0.19982E+04  0.85877E+02  0.00000E+00 -0.42938E+00  0.99908E+01  0.00000E+00
  0.20000E+01  0.10000E-01  0.19980E+04  0.88942E+02  0.00000E+00 -0.44471E+00  0.99901E+01  0.00000E+00
  0.11000E+01  0.10000E-01  0.19979E+04  0.92006E+02  0.00000E+00 -0.46003E+00  0.99894E+01  0.00000E+00
  0.12000E+01  0.10000E-01  0.19977E+04  0.95071E+02  0.00000E+00 -0.47535E+00  0.99887E+01  0.00000E+00
  0.13000E+01  0.10000E-01  0.19976E+04  0.98135E+02  0.00000E+00 -0.49068E+00  0.99880E+01  0.00000E+00
  0.14000E+01  0.10000E-01  0.19974E+04  0.10120E+03  0.00000E+00 -0.50600E+00  0.99872E+01  0.00000E+00
  0.15000E+01  0.10000E-01  0.19973E+04  0.10426E+03  0.00000E+00 -0.52132E+00  0.99864E+01  0.00000E+00
  0.16000E+01  0.10000E-01  0.19971E+04  0.10733E+03  0.00000E+00 -0.53664E+00  0.99856E+01  0.00000E+00
  0.17000E+01  0.10000E-01  0.19970E+04  0.11039E+03  0.00000E+00 -0.55195E+00  0.99848E+01  0.00000E+00
  0.18000E+01  0.10000E-01  0.19968E+04  0.11345E+03  0.00000E+00 -0.56727E+00  0.99839E+01  0.00000E+00
  0.19000E+01  0.10000E-01  0.19966E+04  0.11652E+03  0.00000E+00 -0.58258E+00  0.99830E+01  0.00000E+00
  0.20000E+01  0.10000E-01  0.19964E+04  0.11958E+03  0.00000E+00 -0.59790E+00  0.99821E+01  0.00000E+00
  0.11000E+01  0.10000E-01  0.19962E+04  0.12264E+03  0.00000E+00 -0.61321E+00  0.99812E+01  0.00000E+00
  0.12000E+01  0.10000E-01  0.19960E+04  0.12570E+03  0.00000E+00 -0.62852E+00  0.99802E+01  0.00000E+00
  0.13000E+01  0.10000E-01  0.19959E+04  0.12877E+03  0.00000E+00 -0.64383E+00  0.99793E+01  0.00000E+00
  0.14000E+01  0.10000E-01  0.19957E+04  0.13183E+03  0.00000E+00 -0.65913E+00  0.99783E+01  0.00000E+00
  0.15000E+01  0.10000E-01  0.19954E+04  0.13489E+03  0.00000E+00 -0.67444E+00  0.99772E+01  0.00000E+00
  0.16000E+01  0.10000E-01  0.19952E+04  0.13795E+03  0.00000E+00 -0.68974E+00  0.99762E+01  0.00000E+00
  0.17000E+01  0.10000E-01  0.19950E+04  0.14101E+03  0.00000E+00 -0.70505E+00  0.99751E+01  0.00000E+00
  0.18000E+01  0.10000E-01  0.19948E+04  0.14407E+03  0.00000E+00 -0.72035E+00  0.99740E+01  0.00000E+00
  0.19000E+01  0.10000E-01  0.19946E+04  0.14713E+03  0.00000E+00 -0.73565E+00  0.99729E+01  0.00000E+00
  0.20000E+01  0.10000E-01  0.19944E+04  0.15019E+03  0.00000E+00 -0.75094E+00  0.99718E+01  0.00000E+00
  0.11000E+01  0.10000E-01  0.19941E+04  0.15325E+03  0.00000E+00 -0.76624E+00  0.99706E+01  0.00000E+00
  0.12000E+01  0.10000E-01  0.19939E+04  0.15631E+03  0.00000E+00 -0.78153E+00  0.99694E+01  0.00000E+00
  0.13000E+01  0.10000E-01  0.19936E+04  0.15936E+03  0.00000E+00 -0.79682E+00  0.99682E+01  0.00000E+00
  0.14000E+01  0.10000E-01  0.19934E+04  0.16242E+03  0.00000E+00 -0.81211E+00  0.99670E+01  0.00000E+00
  0.15000E+01  0.10000E-01  0.19931E+04  0.16548E+03  0.00000E+00 -0.82740E+00  0.99657E+01  0.00000E+00
  0.16000E+01  0.10000E-01  0.19929E+04  0.16854E+03  0.00000E+00 -0.84269E+00  0.99644E+01  0.00000E+00
  0.17000E+01  0.10000E-01  0.19926E+04  0.17159E+03  0.00000E+00 -0.85797E+00  0.99631E+01  0.00000E+00
  0.18000E+01  0.10000E-01  0.19924E+04  0.17465E+03  0.00000E+00 -0.87326E+00  0.99618E+01  0.00000E+00
  0.19000E+01  0.10000E-01  0.19921E+04  0.17771E+03  0.00000E+00 -0.88854E+00  0.99604E+01  0.00000E+00
  0.20000E+01  0.10000E-01  0.19918E+04  0.18076E+03  0.00000E+00 -0.90381E+00  0.99591E+01  0.00000E+00
  0.11000E+01  0.10000E-01  0.19915E+04  0.18382E+03  0.00000E+00 -0.91909E+00  0.99577E+01  0.00000E+00
  0.12000E+01  0.10000E-01  0.19913E+04  0.18687E+03  0.00000E+00 -0.93436E+00  0.99563E+01  0.00000E+00
  0.13000E+01  0.10000E-01  0.19910E+04  0.18993E+03  0.00000E+00 -0.94963E+00  0.99548E+01  0.00000E+00
  0.14000E+01  0.10000E-01  0.19907E+04  0.19298E+03  0.00000E+00 -0.96490E+00  0.99533E+01  0.00000E+00
  0.15000E+01  0.10000E-01  0.19904E+04  0.19603E+03  0.00000E+00 -0.98017E+00  0.99518E+01  0.00000E+00
  0.16000E+01  0.10000E-01  0.19901E+04  0.19909E+03  0.00000E+00 -0.99544E+00  0.99503E+01  0.00000E+00
  0.17000E+01  0.10000E-01  0.19898E+04  0.20214E+03  0.00000E+00 -0.10107E+01  0.99488E+01  0.00000E+00
  0.18000E+01  0.10000E-01  0.19894E+04  0.20519E+03  0.00000E+00 -0.10260E+01  0.99472E+01  0.00000E+00
  0.19000E+01  0.10000E-01  0.19891E+04  0.20824E+03  0.00000E+00 -0.10412E+01  0.99456E+01  0.00000E+00
  0.20000E+01  0.10000E-01  0.19888E+04  0.21129E+03  0.00000E+00 -0.10565E+01  0.99440E+01  0.00000E+00
  0.11000E+01  0.10000E-01  0.19885E+04  0.21434E+03  0.00000E+00 -0.10717E+01  0.99424E+01  0.00000E+00
  0.12000E+01  0.10000E-01  0.19881E+04  0.21739E+03  0.00000E+00 -0.10870E+01  0.99407E+01  0.00000E+00
  0.13000E+01  0.10000E-01  0.19878E+04  0.22044E+03  0.00000E+00 -0.11022E+01  0.99391E+01  0.00000E+00
  0.14000E+01  0.10000E-01  0.19875E+04  0.22349E+03  0.00000E+00 -0.11175E+01  0.99374E+01  0.00000E+00
  0.15000E+01  0.10000E-01  0.19871E+04  0.22654E+03  0.00000E+00 -0.11327E+01  0.99356E+01  0.00000E+00
  0.16000E+01  0.10000E-01  0.19868E+04  0.22959E+03  0.00000E+00 -0.11479E+01  0.99339E+01  0.00000E+00
  0.17000E+01  0.10000E-01  0.19864E+04  0.23264E+03  0.00000E+00 -0.11632E+01  0.99321E+01  0.00000E+00
  0.18000E+01  0.10000E-01  0.19861E+04  0.23568E+03  0.00000E+00 -0.11784E+01  0.99303E+01  0.00000E+00
  0.19000E+01  0.10000E-01  0.19857E+04  0.23873E+03  0.00000E+00 -0.11937E+01  0.99285E+01  0.00000E+00
  0.20000E+01  0.10000E-01  0.19853E+04  0.24178E+03  0.00000E+00 -0.12089E+01  0.99267E+01  0.00000E+00
  0.11000E+01  0.10000E-01  0.19850E+04  0.24482E+03  0.00000E+00 -0.12241E+01  0.99248E+01  0.00000E+00
  0.12000E+01  0.10000E-01  0.19846E+04  0.24787E+03  0.00000E+00 -0.12393E+01  0.99229E+01  0.00000E+00
  0.13000E+01  0.10000E-01  0.19842E+04  0.25091E+03  0.00000E+00 -0.12545E+01  0.99210E+01  0.00000E+00
  0.14000E+01  0.10000E-01  0.19838E+04  0.25395E+03  0.00000E+00 -0.12698E+01  0.99191E+01  0.00000E+00
  0.15000E+01  0.10000E-01  0.19834E+04  0.25700E+03  0.00000E+00 -0.12850E+01  0.99171E+01  0.00000E+00
  0.16000E+01  0.10000E-01  0.19830E+04  0.26004E+03  0.00000E+00 -0.13002E+01  0.99151E+01  0.00000E+00
  0.17000E+01  0.10000E-01  0.19826E+04  0.26308E+03  0.00000E+00 -0.13154E+01  0.99131E+01  0.00000E+00
  0.18000E+01  0.10000E-01  0.19822E+04  0.26612E+03  0.00000E+00 -0.13306E+01  0.99111E+01  0.00000E+00
  0.19000E+01  0.10000E-01  0.19818E+04  0.26916E+03  0.00000E+00 -0.13458E+01  0.99090E+01  0.00000E+00
  0.20000E+01  0.10000E-01  0.19814E+04  0.27220E+03  0.00000E+00 -0.13610E+01  0.99069E+01  0.00000E+00
  0.11000E+01  0.10000E-01  0.19810E+04  0.27524E+03  0.00000E+00 -0.13762E+01  0.99049E+01  0.00000E+00
  0.12000E+01  0.10000E-01  0.19805E+04  0.27828E+03  0.00000E+00 -0.13914E+01  0.99027E+01  0.00000E+00
  0.13000E+01  0.10000E-01  0.19801E+04  0.28132E+03  0.00000E+00 -0.14066E+01  0.99006E+01  0.00000E+00
  0.14000E+01  0.10000E-01  0.19797E+04  0.28435E+03  0.00000E+00 -0.14218E+01  0.98984E+01  0.00000E+00
  0.15000E+01  0.10000E-01  0.19792E+04  0.28739E+03  0.00000E+00 -0.14370E+01  0.98962E+01  0.00000E+00
  0.16000E+01  0.10000E-01  0.19788E+04  0.29043E+03  0.00000E+00 -0.14521E+01  0.98940E+01  0.00000E+00
  0.17000E+01  0.10000E-01  0.19784E+04  0.29346E+03  0.00000E+00 -0.14673E+01  0.98918E+01  0.00000E+00
  0.18000E+01  0.10000E-01  0.19779E+04  0.29650E+03  0.00000E+00 -0.14825E+01  0.98895E+01  0.00000E+00
  0.19000E+01  0.10000E-01  0.19774E+04  0.29953E+03  0.00000E+00 -0.14976E+01  0.98872E+01  0.00000E+00
  0.20000E+01  0.10000E-01  0.19770E+04  0.30256E+03  0.00000E+00 -0.15128E+01  0.98849E+01  0.00000E+00
  0.11000E+01  0.10000E-01  0.19765E+04  0.30559E+03  0.00000E+00 -0.15280E+01  0.98826E+01  0.00000E+00
  0.12000E+01  0.10000E-01  0.19760E+04  0.30863E+03  0.00000E+00 -0.15431E+01  0.98802E+01  0.00000E+00
  0.13000E+01  0.10000E-01  0.19756E+04  0.31166E+03  0.00000E+00 -0.15583E+01  0.98778E+01  0.00000E+00
  0.14000E+01  0.10000E-01  0.19751E+04  0.31469E+03  0.00000E+00 -0.15734E+01  0.98754E+01  0.00000E+00
  0.15000E+01  0.10000E-01  0.19746E+04  0.31772E+03  0.00000E+00 -0.15886E+01  0.98730E+01  0.00000E+00
  0.16000E+01  0.10000E-01  0.19741E+04  0.32074E+03  0.00000E+00 -0.16037E+01  0.98706E+01  0.00000E+00
  0.17000E+01  0.10000E-01  0.19736E+04  0.32377E+03  0.00000E+00 -0.16189E+01  0.98681E+01  0.00000E+00
  0.18000E+01  0.10000E-01  0.19731E+04  0.32680E+03  0.00000E+00 -0.16340E+01  0.98656E+01  0.00000E+00
  0.19000E+01  0.10000E-01  0.19726E+04  0.32983E+03  0.00000E+00 -0.16491E+01  0.98631E+01  0.00000E+00
  0.20000E+01  0.10000E-01  0.19721E+04  0.33285E+03  0.00000E+00 -0.16643E+01  0.98605E+01  0.00000E+00
  0.11000E+01  0.10000E-01  0.19716E+04  0.33588E+03  0.00000E+00 -0.16794E+01  0.98580E+01  0.00000E+00
